Country,EF2013,EF2009,GDP2013,GDP2009,EFDelta,GDPDelta,DDelta,EFDelta_P,GDPDelta_P,DDelta_P,DDelta_Rank,EFDelta_Rank,GDPDelta_Rank,Dec_Flag,GDP_std
Spain,187128933.645967,217226969.020474,1357140000000.0,1431480000000.0,-30098035.37450698,-74340000000.0,-74309901964.62549,-13.855570286795372,-5.193226590661413,8.66234369613396,77.0,7.0,5.0,0.0,237.51905036011732
Sri Lanka,29373928.938418,25931952.2914653,69395796205.0,52516077579.0,3441976.6469527,16879718626.0,16876276649.353046,13.273110363100274,32.1420018481156,18.868891485015325,36.0,101.0,135.0,0.0,35.833799525591026
Swaziland,2545369.16628282,2099061.81514894,4988776858.0,4445837369.0,446307.3511338802,542939489.0,542493181.6488662,21.26223000737176,12.212311066208054,-9.049918941163705,140.0,132.0,63.0,0.0,25.74643449282883
Sweden,62874049.4929361,54122271.7100474,506162000000.0,460783000000.0,8751777.782888696,45379000000.0,45370248222.21711,16.170381446246633,9.848236588589423,-6.322144857657211,136.0,113.0,50.0,0.0,104.23969963280021
Switzerland,42892711.4989084,42190232.7262594,608548000000.0,564536000000.0,702478.7726489976,44012000000.0,44011297521.22735,1.6650270151550302,7.796137004548869,6.131109989393838,88.0,54.0,42.0,0.0,120.27529585687074
Tajikistan,7510016.38536005,6923127.23800183,6996226341.0,5297820245.0,586889.1473582201,1698406096.0,1697819206.8526418,8.477226074030808,32.05858291630278,23.581356842271973,21.0,83.0,133.0,0.0,26.060839287914163
Tanzania,62931648.6659183,50936408.4243593,38220903385.0,29530121807.0,11995240.241558999,8690781578.0,8678786337.758442,23.54944255516555,29.430225973331016,5.880783418165464,90.0,140.0,124.0,0.0,30.951217985241808
Thailand,173236437.330211,147153327.07770202,378584000000.0,317118000000.0,26083110.252508998,61466000000.0,61439916889.74749,17.725124379101683,19.382690355009807,1.657565975908124,112.0,122.0,97.0,0.0,84.25855675121025
Timor-Leste,839659.4312956841,515762.937140494,1109000000.0,854000000.0,323896.49415519007,255000000.0,254676103.5058448,62.79949000425374,29.859484777517565,-32.940005226736176,152.0,156.0,125.0,0.0,25.138787596433023
Togo,7011245.58994481,6467942.52454653,3626730618.0,3051036045.0,543303.0653982796,575694573.0,575151269.9346017,8.39993650741927,18.86882241012659,10.46888590270732,67.0,82.0,95.0,0.0,25.53311212899829
Tonga,304041.069532526,229266.715644885,371151991.2,356684132.7,74774.35388764102,14467858.5,14393084.146112358,32.614570186219375,4.056210291857482,-28.558359894361892,151.0,150.0,26.0,0.0,25.023226555432778
Trinidad and Tobago,11812406.3399733,13024441.1206245,22972510518.0,21445251800.0,-1212034.7806511987,1527258718.0,1528470752.780651,-9.305848668868517,7.121663724181593,16.427512393050108,43.0,16.0,37.0,1.0,28.563029452813456
Tunisia,24019071.0762716,21659182.025795102,46279699807.0,42556922174.0,2359889.050476499,3722777633.0,3720417743.9495234,10.895559433712586,8.747760511859614,-2.1477989218529725,129.0,90.0,45.0,0.0,32.2133788810203
Turkey,243073117.34882998,205202715.00399,846257000000.0,669810000000.0,37870402.34483999,176447000000.0,176409129597.65515,18.45511758657951,26.34284349293083,7.887725906351317,81.0,126.0,118.0,0.0,157.50504936640897
Turkmenistan,29014740.445125896,23971804.476406798,31713468423.0,20680547525.0,5042935.968719099,11032920898.0,11027877962.03128,21.03694769278795,53.3492688463044,32.31232115351645,9.0,130.0,152.0,0.0,29.93202981981849
Uganda,44780126.460675605,45077751.173966795,23745637611.0,19102581155.0,-297624.71329119056,4643056456.0,4643354080.713291,-0.6602474736208095,24.305911428020316,24.966158901641126,20.0,43.0,112.0,1.0,28.68411586983568
Ukraine,146164263.954174,130708440.52179399,143751000000.0,130531000000.0,15455823.43238002,13220000000.0,13204544176.56762,11.824655982949285,10.127862346875455,-1.6967936360738296,127.0,98.0,52.0,0.0,47.47923957808938
United Kingdom,322976417.764717,375214593.94871,2546400000000.0,2383950000000.0,-52238176.18399304,162450000000.0,162502238176.184,-13.922213321780799,6.814320770150381,20.73653409193118,29.0,6.0,35.0,1.0,423.77980051578425
United States of America,2724596443.94497,2707730347.31826,15802900000000.0,14594800000000.0,16866096.626709938,1208100000000.0,1208083133903.3733,0.6228868632880724,8.277605722586125,7.654718859298053,84.0,49.0,43.0,0.0,2500.0
Uruguay,11244987.4213697,11723279.749006901,45897324290.0,37368653370.0,-478292.3276372012,8528670920.0,8529149212.327638,-4.079850842744908,22.823061980732007,26.902912823476914,16.0,29.0,108.0,1.0,32.15349159763602
Uzbekistan,62619662.970641196,60154964.7236349,49777607129.0,36251401778.0,2464698.247006297,13526205351.0,13523740652.752995,4.097248262599208,37.3122270797503,33.21497881715109,8.0,65.0,144.0,0.0,32.76121774028633
Venezuela,99557169.422717,106005693.747007,439149000000.0,399753000000.0,-6448524.324289992,39396000000.0,39402448524.32429,-6.083186757571749,9.855085515305701,15.93827227287745,46.0,24.0,51.0,1.0,93.74418843240525
Viet Nam,151257591.454407,133220265.014704,136658000000.0,108935000000.0,18037326.439703003,27723000000.0,27704962673.560295,13.539476473577167,25.44912103547987,11.909644561902702,63.0,102.0,116.0,0.0,46.368340783163006
Yemen,24793651.721974697,23069311.4691158,28954923602.0,28696460069.0,1724340.2528588958,258463533.0,256739192.7471411,7.474606492557736,0.9006808936660835,-6.573925598891652,137.0,77.0,13.0,0.0,29.499989199855243
Zambia,14746246.804517902,11542128.352816,24183235705.0,18373423325.0,3204118.451701902,5809812380.0,5806608261.548298,27.760204649952403,31.620739789382718,3.860535139430315,100.0,147.0,131.0,0.0,28.75265205978164
Zimbabwe,17038723.9376461,15605863.3432148,12180644492.0,8459783044.0,1432860.5944312979,3720861448.0,3719428587.4055686,9.181552874832038,43.98294174504837,34.801388870216336,6.0,86.0,149.0,0.0,26.872817840901664
